,locality,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,region,price_square
915,Namur,,,Namur,5000,338607,1.0,APARTMENT,3.0,111.0,,0,0,25.0,1,0,0,1,,0,5.0,7.0,68.0,,0,0,50.4663683,4.8714176,Wallonia,3050.5135135135133
916,Verviers,,2.0,Liège,4820,175000,0.0,HOUSE,3.0,96.0,INSTALLED,0,0,7.0,1,30,1,1,65.0,0,,4.0,263.0,GAS,0,282,50.6040194,5.8550809,Wallonia,1822.9166666666667
917,Brussels,,4.0,Brussels,1000,432000,1.0,APARTMENT,2.0,106.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4075.4716981132074
918,Namur,,,Namur,5000,338835,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,8.0,44.0,,0,0,50.4663683,4.8714176,Wallonia,3604.627659574468
919,Brussels,,4.0,Brussels,1000,437000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,12.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4201.923076923077
920,Namur,,,Namur,5000,339935,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,8.0,45.0,,0,0,50.4663683,4.8714176,Wallonia,3616.3297872340427
921,Brussels,,4.0,Brussels,1000,437000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,11.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4084.11214953271
922,Namur,,,Namur,5000,341230,1.0,APARTMENT,2.0,87.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3922.183908045977
923,Brussels,,4.0,Brussels,1000,443000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,12.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4259.615384615385
924,Namur,,,Namur,5000,341377,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,47.0,,0,0,50.4663683,4.8714176,Wallonia,3710.6195652173915
925,Brussels,,4.0,Brussels,1000,443000,1.0,APARTMENT,2.0,107.0,HYPER_EQUIPPED,0,0,11.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4140.186915887851
926,Namur,,,Namur,5000,341387,1.0,APARTMENT,2.0,99.0,,0,0,4.0,1,0,0,1,,0,5.0,7.0,59.0,,0,0,50.4663683,4.8714176,Wallonia,3448.3535353535353
927,Brussels,,4.0,Brussels,1000,449000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,12.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4317.307692307692
928,Namur,,,Namur,5000,341935,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,65.0,,0,0,50.4663683,4.8714176,Wallonia,3885.625
929,Namur,,,Namur,5000,343237,1.0,APARTMENT,2.0,97.0,,0,0,3.0,1,0,0,1,,0,5.0,7.0,72.0,,0,0,50.4663683,4.8714176,Wallonia,3538.5257731958764
930,Namur,,,Namur,5000,346983,1.0,APARTMENT,2.0,100.0,,0,0,3.0,1,0,0,1,,0,5.0,7.0,80.0,,0,0,50.4663683,4.8714176,Wallonia,3469.83
931,Brussels,,4.0,Brussels,1000,434000,1.0,GROUND_FLOOR,2.0,111.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,3909.90990990991
932,Namur,,,Namur,5000,347313,1.0,APARTMENT,2.0,101.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3438.7425742574255
933,Brussels,,4.0,Brussels,1000,436000,1.0,GROUND_FLOOR,2.0,112.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,3892.8571428571427
934,Brussels,,4.0,Brussels,1000,442000,1.0,APARTMENT,2.0,112.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,3946.4285714285716
935,Namur,,,Namur,5000,347629,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,50.0,,0,0,50.4663683,4.8714176,Wallonia,3778.5760869565215
936,Brussels,,4.0,Brussels,1000,444000,1.0,APARTMENT,2.0,112.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,3964.285714285714
937,Namur,,,Namur,5000,350835,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,81.0,,0,0,50.4663683,4.8714176,Wallonia,3732.2872340425533
938,Brussels,,4.0,Brussels,1000,446000,1.0,APARTMENT,2.0,112.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,3982.1428571428573
939,Namur,,,Namur,5000,352863,1.0,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,50.0,,0,0,50.4663683,4.8714176,Wallonia,3794.2258064516127
940,Brussels,,4.0,Brussels,1000,448000,1.0,APARTMENT,2.0,112.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4000.0
941,Namur,,,Namur,5000,354185,1.0,APARTMENT,2.0,99.0,,0,0,4.0,1,0,0,1,,0,5.0,6.0,89.0,,0,0,50.4663683,4.8714176,Wallonia,3577.626262626263
942,Brussels,,4.0,Brussels,1000,450000,1.0,APARTMENT,2.0,112.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4017.8571428571427
943,Namur,,,Namur,5000,356627,1.0,APARTMENT,3.0,112.0,,0,0,26.0,1,0,0,1,,0,5.0,7.0,66.0,,0,0,50.4663683,4.8714176,Wallonia,3184.1696428571427
944,Brussels,,4.0,Brussels,1000,452000,1.0,APARTMENT,2.0,112.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4035.714285714286
945,Namur,,,Namur,5000,357463,1.0,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,5.0,6.0,87.0,,0,0,50.4663683,4.8714176,Wallonia,3843.6881720430106
946,Brussels,,4.0,Brussels,1000,457000,1.0,APARTMENT,2.0,109.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4192.660550458716
947,Namur,,,Namur,5000,358375,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,51.0,,0,0,50.4663683,4.8714176,Wallonia,3895.3804347826085
948,Brussels,,4.0,Brussels,1000,457000,1.0,APARTMENT,2.0,112.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4080.3571428571427
949,Namur,,,Namur,5000,358387,1.0,APARTMENT,2.0,101.0,,0,0,5.0,1,0,0,1,,0,5.0,7.0,73.0,,0,0,50.4663683,4.8714176,Wallonia,3548.3861386138615
950,Brussels,,4.0,Brussels,1000,459000,1.0,GROUND_FLOOR,2.0,110.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4172.727272727273
951,Namur,,,Namur,5000,382677,1.0,APARTMENT,2.0,109.0,,0,0,17.0,1,0,0,1,,0,5.0,,,,0,0,50.4663683,4.8714176,Wallonia,3510.798165137615
952,Brussels,,4.0,Brussels,1000,465000,1.0,APARTMENT,2.0,110.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4227.272727272727
953,Namur,,,Namur,5000,391319,1.0,APARTMENT,2.0,109.0,,0,0,16.0,1,0,0,1,,0,5.0,,,,0,0,50.4663683,4.8714176,Wallonia,3590.0825688073396
954,Brussels,,4.0,Brussels,1000,467000,1.0,APARTMENT,2.0,109.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4284.40366972477
955,Namur,,,Namur,5000,404827,1.0,APARTMENT,2.0,101.0,,0,0,39.0,1,0,0,1,,0,5.0,6.0,91.0,,0,0,50.4663683,4.8714176,Wallonia,4008.1881188118814
956,Brussels,,4.0,Brussels,1000,471000,1.0,APARTMENT,2.0,110.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4281.818181818182
957,Namur,,,Namur,5000,414353,1.0,APARTMENT,2.0,90.0,,0,0,41.0,1,0,0,1,,0,5.0,7.0,80.0,,0,0,50.4663683,4.8714176,Wallonia,4603.922222222222
958,Brussels,,4.0,Brussels,1000,472000,1.0,APARTMENT,2.0,109.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4330.275229357798
959,Namur,,,Namur,5000,482026,1.0,APARTMENT,3.0,129.0,,0,0,48.0,1,0,0,1,,0,5.0,,,,0,0,50.4663683,4.8714176,Wallonia,3736.6356589147285
960,Brussels,,4.0,Brussels,1000,477000,1.0,APARTMENT,2.0,110.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4336.363636363636
961,Namur,,,Namur,5000,504463,1.0,APARTMENT,3.0,129.0,,0,0,52.0,1,0,0,1,,0,5.0,,,,0,0,50.4663683,4.8714176,Wallonia,3910.5658914728683
962,Brussels,,4.0,Brussels,1000,482000,1.0,APARTMENT,2.0,110.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,,,Brussels-Capital,4381.818181818182
963,Namur,,,Namur,5000,575320,1.0,PENTHOUSE,3.0,125.0,,0,0,45.0,1,0,0,1,,0,5.0,6.0,89.0,,0,0,50.4663683,4.8714176,Wallonia,4602.56
964,Brussels,2012.0,2.0,Brussels,1000,429000,1.0,DUPLEX,2.0,105.0,USA_HYPER_EQUIPPED,1,0,30.0,1,0,0,1,,0,4.0,4.0,170.0,GAS,1,1351,50.8561868,4.3436184,Brussels-Capital,4085.714285714286
965,Brussels,1925.0,,Brussels,1000,395000,1.0,APARTMENT,2.0,169.0,USA_SEMI_EQUIPPED,0,0,3.0,1,0,0,0,,0,4.0,3.0,230.0,FUELOIL,1,0,50.8564428,4.3474483,Brussels-Capital,2337.2781065088757
966,Brussels,2014.0,2.0,Brussels,1000,499000,1.0,APARTMENT,3.0,107.0,INSTALLED,0,0,11.0,1,0,0,1,,0,5.0,6.0,67.0,GAS,1,0,50.8411903,4.3787639,Brussels-Capital,4663.551401869159
967,Namur,2025.0,4.0,Namur,5000,208000,1.0,FLAT_STUDIO,0.0,46.0,INSTALLED,0,0,19.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,4521.739130434783
968,Brussels,1929.0,2.0,Brussels,1000,599000,1.0,PENTHOUSE,2.0,144.0,USA_HYPER_EQUIPPED,0,0,22.0,1,0,0,1,,0,6.0,5.0,134.0,GAS,0,0,50.8328318,4.359311,Brussels-Capital,4159.722222222223
969,Namur,2025.0,4.0,Namur,5000,212000,1.0,FLAT_STUDIO,0.0,41.0,INSTALLED,0,0,12.0,1,0,0,1,,0,,7.0,85.0,,1,1,50.4680465,4.8542223,Wallonia,5170.731707317073
970,Brussels,2018.0,2.0,Brussels,1000,335000,1.0,APARTMENT,2.0,100.0,HYPER_EQUIPPED,0,0,5.0,1,0,0,0,,0,5.0,5.0,107.0,GAS,1,0,50.8658647,4.3583879,Brussels-Capital,3350.0
971,Namur,2025.0,4.0,Namur,5000,216000,1.0,FLAT_STUDIO,0.0,40.0,INSTALLED,0,0,9.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,5400.0
972,Brussels,1930.0,2.0,Brussels,1000,389000,1.0,APARTMENT,2.0,86.0,INSTALLED,0,0,0.0,0,0,0,0,,0,4.0,3.0,217.0,GAS,0,0,50.8458484,4.3545931,Brussels-Capital,4523.2558139534885
973,Namur,2025.0,4.0,Namur,5000,224000,1.0,APARTMENT,1.0,60.0,INSTALLED,0,0,8.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3733.3333333333335
974,Brussels,2022.0,4.0,Brussels,1000,790000,1.0,PENTHOUSE,2.0,217.0,USA_HYPER_EQUIPPED,0,0,36.0,1,0,0,1,,0,5.0,7.0,1.0,GAS,1,0,50.8648307,4.3491892,Brussels-Capital,3640.5529953917053
975,Namur,2025.0,4.0,Namur,5000,226000,1.0,APARTMENT,1.0,66.0,INSTALLED,0,0,8.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3424.242424242424
976,Brussels,1860.0,2.0,Brussels,1000,1390000,0.0,APARTMENT_BLOCK,4.0,304.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,113.0,0,4.0,5.0,142.0,GAS,1,0,50.8486782,4.3528255,Brussels-Capital,4572.368421052632
977,Namur,2025.0,4.0,Namur,5000,228000,1.0,APARTMENT,1.0,60.0,INSTALLED,0,0,,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3800.0
978,Brussels,2025.0,4.0,Brussels,1000,325000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,0,,0,5.0,7.0,33.0,GAS,0,0,50.8665959,4.3449,Brussels-Capital,3532.608695652174
979,Namur,2025.0,4.0,Namur,5000,230000,1.0,APARTMENT,1.0,59.0,INSTALLED,0,0,27.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3898.3050847457625
980,Brussels,2025.0,4.0,Brussels,1000,364000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,8.0,1,0,0,0,,0,5.0,7.0,44.0,GAS,0,0,50.8665959,4.3449,Brussels-Capital,3956.521739130435
981,Namur,2025.0,4.0,Namur,5000,232000,1.0,APARTMENT,1.0,66.0,INSTALLED,0,0,8.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3515.151515151515
982,Brussels,2025.0,4.0,Brussels,1000,365000,1.0,APARTMENT,2.0,99.0,USA_INSTALLED,0,0,10.0,1,0,0,0,,0,5.0,7.0,44.0,GAS,0,0,50.8665959,4.3449,Brussels-Capital,3686.868686868687
983,Namur,2025.0,4.0,Namur,5000,260000,1.0,APARTMENT,2.0,81.0,INSTALLED,0,0,20.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3209.8765432098767
984,Namur,2025.0,4.0,Namur,5000,268000,1.0,APARTMENT,2.0,81.0,INSTALLED,0,0,9.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3308.641975308642
985,Namur,2025.0,4.0,Namur,5000,270000,1.0,APARTMENT,2.0,80.0,INSTALLED,0,0,6.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3375.0
986,Namur,2025.0,4.0,Namur,5000,270000,1.0,APARTMENT,2.0,84.0,INSTALLED,0,0,30.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3214.285714285714
987,Namur,2025.0,4.0,Namur,5000,274000,1.0,APARTMENT,2.0,85.0,INSTALLED,0,0,9.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3223.529411764706
988,Namur,2025.0,4.0,Namur,5000,278000,1.0,APARTMENT,2.0,85.0,INSTALLED,0,0,9.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3270.5882352941176
989,Namur,2025.0,4.0,Namur,5000,279000,1.0,APARTMENT,2.0,77.0,INSTALLED,0,0,6.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3623.3766233766232
990,Namur,2025.0,4.0,Namur,5000,280000,1.0,APARTMENT,2.0,87.0,INSTALLED,0,0,10.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3218.390804597701
991,Namur,2025.0,4.0,Namur,5000,284000,1.0,APARTMENT,2.0,87.0,INSTALLED,0,0,10.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3264.367816091954
992,Namur,2025.0,4.0,Namur,5000,292000,1.0,APARTMENT,2.0,81.0,INSTALLED,0,0,11.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3604.938271604938
993,Namur,2025.0,4.0,Namur,5000,355000,1.0,APARTMENT,2.0,96.0,INSTALLED,0,0,20.0,1,0,0,1,,0,,7.0,85.0,,1,11,50.4680465,4.8542223,Wallonia,3697.9166666666665
994,Namur,2024.0,2.0,Namur,5000,250000,1.0,APARTMENT,2.0,91.0,INSTALLED,0,0,12.0,1,0,0,1,,0,5.0,6.0,86.0,GAS,1,0,,,Wallonia,2747.252747252747
995,Namur,,2.0,Namur,5000,255000,1.0,APARTMENT,2.0,91.0,INSTALLED,0,0,12.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2802.197802197802
996,Namur,,2.0,Namur,5000,260000,1.0,APARTMENT,2.0,89.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2921.3483146067415
997,Namur,,2.0,Namur,5000,260000,1.0,APARTMENT,2.0,97.0,INSTALLED,0,0,20.0,1,0,0,1,,0,5.0,6.0,86.0,GAS,1,0,,,Wallonia,2680.4123711340208
998,Namur,2024.0,2.0,Namur,5000,260000,1.0,APARTMENT,2.0,91.0,INSTALLED,0,0,12.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2857.1428571428573
999,Namur,,2.0,Namur,5000,260000,1.0,APARTMENT,2.0,84.0,INSTALLED,0,0,10.0,1,0,0,1,,0,,6.0,86.0,GAS,1,0,,,Wallonia,3095.2380952380954
1000,Namur,,2.0,Namur,5000,265000,1.0,APARTMENT,2.0,93.0,INSTALLED,0,0,26.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2849.462365591398
1001,Namur,2024.0,2.0,Namur,5000,265000,1.0,APARTMENT,2.0,91.0,INSTALLED,0,0,12.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2912.087912087912
1002,Namur,,2.0,Namur,5000,265000,1.0,APARTMENT,2.0,93.0,INSTALLED,0,0,12.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2849.462365591398
1003,Namur,2024.0,2.0,Namur,5000,265000,1.0,APARTMENT,2.0,89.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2977.5280898876404
1004,Namur,2024.0,2.0,Namur,5000,265000,1.0,APARTMENT,2.0,93.0,INSTALLED,0,0,11.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2849.462365591398
1005,Namur,2024.0,2.0,Namur,5000,270000,1.0,APARTMENT,2.0,89.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,6.0,86.0,GAS,1,0,,,Wallonia,3033.7078651685392
1006,Namur,2024.0,2.0,Namur,5000,270000,1.0,APARTMENT,2.0,93.0,INSTALLED,0,0,12.0,1,0,0,1,,0,,6.0,86.0,GAS,1,0,,,Wallonia,2903.2258064516127
1007,Namur,,2.0,Namur,5000,270000,1.0,APARTMENT,2.0,96.0,INSTALLED,0,0,15.0,1,0,0,1,,0,5.0,6.0,86.0,GAS,1,0,,,Wallonia,2812.5
1008,Namur,2024.0,2.0,Namur,5000,270000,1.0,APARTMENT,2.0,93.0,INSTALLED,0,0,11.0,1,0,0,1,,0,,6.0,86.0,GAS,1,0,,,Wallonia,2903.2258064516127
1009,Namur,,2.0,Namur,5000,281000,1.0,APARTMENT,2.0,100.0,INSTALLED,0,0,25.0,1,0,0,1,,0,5.0,6.0,86.0,GAS,1,0,,,Wallonia,2810.0
1010,Namur,,2.0,Namur,5000,286000,1.0,APARTMENT,2.0,105.0,INSTALLED,0,0,20.0,1,0,0,1,,0,5.0,6.0,86.0,GAS,1,0,,,Wallonia,2723.809523809524
1011,Namur,2024.0,2.0,Namur,5000,286000,1.0,APARTMENT,2.0,96.0,INSTALLED,0,0,13.0,1,0,0,1,,0,,6.0,86.0,GAS,1,0,,,Wallonia,2979.1666666666665
1012,Namur,,2.0,Namur,5000,307000,1.0,APARTMENT,3.0,116.0,INSTALLED,0,0,22.0,1,0,0,1,,0,5.0,6.0,86.0,GAS,1,0,,,Wallonia,2646.551724137931
1013,Namur,2024.0,2.0,Namur,5000,317000,1.0,APARTMENT,3.0,108.0,INSTALLED,0,0,32.0,1,0,0,1,,0,,6.0,86.0,GAS,1,0,,,Wallonia,2935.185185185185
1014,Namur,,2.0,Namur,5000,317000,1.0,APARTMENT,3.0,118.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2686.4406779661017
1015,Namur,,2.0,Namur,5000,322000,1.0,APARTMENT,3.0,123.0,INSTALLED,0,0,13.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2617.8861788617887
1016,Namur,2024.0,2.0,Namur,5000,322000,1.0,APARTMENT,3.0,118.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2728.813559322034
1017,Namur,2024.0,2.0,Namur,5000,328000,1.0,APARTMENT,3.0,123.0,INSTALLED,0,0,13.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2666.6666666666665
1018,Namur,2024.0,2.0,Namur,5000,328000,1.0,APARTMENT,3.0,118.0,INSTALLED,0,0,15.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2779.6610169491523
1019,Namur,2024.0,2.0,Namur,5000,333000,1.0,APARTMENT,3.0,123.0,INSTALLED,0,0,13.0,1,0,0,1,,0,,7.0,84.0,GAS,1,0,,,Wallonia,2707.317073170732
1020,Namur,2024.0,2.0,Namur,5000,380000,1.0,APARTMENT,3.0,136.0,INSTALLED,0,0,52.0,1,0,0,1,,0,,6.0,86.0,GAS,1,0,50.444794,4.8748932,Wallonia,2794.1176470588234
1021,Namur,2011.0,2.0,Namur,5000,345000,1.0,APARTMENT,2.0,104.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,7.0,82.0,GAS,1,1600,50.464531,4.862802,Wallonia,3317.3076923076924
1022,Namur,,,Namur,5000,318487,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,46.0,,0,0,50.4663683,4.8714176,Wallonia,3461.8152173913045
1023,Namur,,,Namur,5000,336375,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,7.0,53.0,,0,0,50.4663683,4.8714176,Wallonia,3397.7272727272725
1024,Namur,2025.0,4.0,Namur,5000,260000,1.0,APARTMENT,2.0,81.0,INSTALLED,0,0,10.0,1,0,0,1,,0,,7.0,80.0,,0,1,50.467246,4.8539814,Wallonia,3209.8765432098767
1025,Namur,1953.0,2.0,Namur,5000,240000,0.0,HOUSE,2.0,100.0,SEMI_EQUIPPED,0,0,15.0,1,30,1,0,103.0,0,,4.0,263.0,GAS,1,956,50.4605332,4.8383188,Wallonia,2400.0
1026,Namur,2022.0,,Namur,5000,239000,1.0,APARTMENT,2.0,86.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,5.0,,,GAS,1,0,50.4449137,4.8741478,Wallonia,2779.0697674418607
1027,Namur,2022.0,2.0,Namur,5000,307000,1.0,APARTMENT,3.0,103.0,USA_HYPER_EQUIPPED,0,0,6.0,1,0,0,1,,0,5.0,,,GAS,1,0,50.4449137,4.8741478,Wallonia,2980.5825242718447
1028,Namur,2026.0,4.0,Namur,5000,173000,1.0,APARTMENT,1.0,44.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,3931.818181818182
1029,Namur,2026.0,4.0,Namur,5000,177000,1.0,APARTMENT,1.0,47.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,3765.9574468085107
1030,Namur,2026.0,4.0,Namur,5000,183000,1.0,APARTMENT,1.0,44.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4159.090909090909
1031,Namur,2026.0,4.0,Namur,5000,185000,1.0,APARTMENT,1.0,46.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4021.7391304347825
1032,Namur,2026.0,4.0,Namur,5000,187000,1.0,APARTMENT,1.0,47.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,3978.723404255319
1033,Namur,2026.0,4.0,Namur,5000,193000,1.0,APARTMENT,1.0,44.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4386.363636363636
1034,Namur,2026.0,4.0,Namur,5000,195000,1.0,APARTMENT,1.0,46.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4239.130434782609
1035,Namur,2026.0,4.0,Namur,5000,197000,1.0,APARTMENT,1.0,47.0,USA_INSTALLED,0,0,0.0,0,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4191.489361702128
1036,Namur,2026.0,4.0,Namur,5000,200000,1.0,APARTMENT,1.0,52.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,3846.153846153846
1037,Namur,2026.0,4.0,Namur,5000,210000,1.0,APARTMENT,1.0,59.0,USA_INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,3559.322033898305
1038,Namur,2026.0,4.0,Namur,5000,210000,1.0,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4117.64705882353
1039,Namur,2026.0,4.0,Namur,5000,220000,1.0,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,5.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4313.725490196079
1040,Namur,2026.0,4.0,Namur,5000,220000,1.0,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4313.725490196079
1041,Namur,2026.0,4.0,Namur,5000,220000,1.0,APARTMENT,1.0,52.0,USA_INSTALLED,0,0,6.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4230.7692307692305
1042,Namur,2026.0,4.0,Namur,5000,230000,1.0,APARTMENT,1.0,51.0,USA_INSTALLED,0,0,5.0,1,0,0,0,,0,,,,GAS,1,0,50.4672459,4.8639064,Wallonia,4509.803921568628
